name,monthly_income,monthly_card_spending,current_card,card_benefit_usage_rate,residence,age_group,occupation,age,gender,expense_ratio_food,expense_ratio_transport,expense_ratio_shopping,expense_ratio_subscription,expense_ratio_others
1698,2310187,1215000,네이버페이 현대,69.0,서울 강동구,30,공무원,38,여,40.0,26.0,0.0,11.0,23.0
1699,3600010,1018000,NH 농협카드,66.0,인천 남동구,30,개발자,35,남,13.0,13.0,14.0,6.0,54.0
1700,3012319,1521000,KB 혜담카드,56.0,서울 송파구,20,프리랜서,29,남,7.0,12.0,9.0,28.0,44.0
1701,1099044,741000,NH 농협카드,51.0,경기 수원시,30,생산직,37,여,6.0,54.0,8.0,31.0,1.0
1702,3303984,1170000,토스카드,63.0,대전 유성구,30,서비스직,31,남,11.0,12.0,39.0,21.0,17.0
1703,1786675,1428000,네이버페이 현대,46.0,서울 용산구,30,생산직,38,여,2.0,35.0,14.0,39.0,10.0
1704,2749555,1358000,카카오뱅크 체크,61.0,서울 관악구,30,생산직,31,여,9.0,67.0,3.0,7.0,14.0
1705,3089549,998000,삼성 taptap카드,56.0,울산 남구,30,컨설턴트,34,남,20.0,4.0,34.0,27.0,15.0
1706,3445008,1351000,이마트 KB카드,65.0,경기 성남시,30,개발자,35,남,22.0,9.0,30.0,31.0,8.0
1707,2250376,1913000,씨티 Premier카드,76.0,서울 노원구,30,서비스직,32,여,45.0,22.0,3.0,25.0,5.0
1708,1313379,821000,SSG 랜더스카드,79.0,서울 동작구,20,디자이너,27,남,1.0,38.0,31.0,28.0,2.0
1709,2024815,905000,네이버페이 현대,73.0,서울 노원구,20,컨설턴트,29,남,37.0,3.0,17.0,1.0,42.0
1710,2453423,1549000,하나 Simple카드,72.0,서울 노원구,20,생산직,27,여,1.0,3.0,84.0,3.0,9.0
1711,3710774,897000,삼성 taptap카드,79.0,서울 강동구,30,기획,35,남,6.0,2.0,4.0,19.0,69.0
1712,1664084,1345000,현대 ZERO카드,72.0,서울 강남구,20,기획,29,여,0.0,60.0,19.0,17.0,4.0
1713,3013530,932000,이마트 KB카드,61.0,서울 송파구,30,서비스직,33,여,17.0,16.0,41.0,26.0,0.0
1714,2546489,1518000,현대 ZERO카드,58.0,서울 성동구,30,공무원,36,남,30.0,40.0,2.0,7.0,21.0
1715,3253714,745000,롯데 DC카드,82.0,서울 노원구,30,대학생,32,남,16.0,15.0,3.0,27.0,39.0
1716,1995053,2179000,KB 혜담카드,65.0,서울 서초구,20,프리랜서,23,남,25.0,2.0,1.0,44.0,28.0
1717,3127519,1177000,우리 Young카드,52.0,울산 남구,30,영업,32,남,30.0,23.0,12.0,18.0,17.0
1718,2695938,965000,카카오뱅크 체크,59.0,서울 서초구,20,마케팅,29,남,14.0,25.0,4.0,47.0,10.0
1719,1886492,2575000,우리 Young카드,69.0,서울 마포구,30,데이터분석가,37,여,7.0,1.0,4.0,61.0,27.0
1720,1910047,2175000,SSG 랜더스카드,65.0,경기 수원시,20,영업,29,남,45.0,21.0,23.0,8.0,3.0
1721,2342481,693000,카카오뱅크 체크,74.0,부산 해운대구,20,디자이너,24,여,5.0,10.0,74.0,1.0,10.0
1722,3700791,896000,카카오뱅크 체크,51.0,서울 송파구,30,연구원,34,여,29.0,6.0,27.0,7.0,31.0
1723,2068405,1210000,네이버페이 현대,57.0,울산 남구,30,간호사,36,여,0.0,6.0,2.0,34.0,58.0
1724,3270066,944000,롯데 DC카드,81.0,서울 강동구,20,컨설턴트,24,여,31.0,20.0,16.0,15.0,18.0
1725,4403096,1357000,현대 ZERO카드,79.0,서울 강동구,30,데이터분석가,34,남,4.0,2.0,25.0,38.0,31.0
1726,2451344,530000,네이버페이 현대,74.0,울산 남구,30,기획,31,여,55.0,4.0,39.0,1.0,1.0
1727,2100923,1498000,네이버페이 현대,43.0,경기 고양시,20,연구원,22,여,29.0,6.0,1.0,27.0,37.0
1728,1903967,1514000,KB 혜담카드,47.0,서울 강동구,20,간호사,21,남,9.0,4.0,73.0,3.0,11.0
1729,2952258,858000,현대 ZERO카드,53.0,인천 남동구,30,기획,36,남,5.0,32.0,14.0,17.0,32.0
1730,1796640,846000,이마트 KB카드,69.0,경기 수원시,30,대학생,31,여,17.0,43.0,23.0,2.0,15.0
1731,2211880,816000,씨티 Premier카드,80.0,대구 수성구,20,생산직,29,남,60.0,20.0,2.0,2.0,16.0
1732,2998440,1078000,현대 ZERO카드,73.0,서울 노원구,20,데이터분석가,28,남,2.0,7.0,60.0,9.0,22.0
1733,1944457,565000,우리 Young카드,68.0,서울 송파구,20,연구원,29,남,29.0,9.0,32.0,7.0,23.0
1734,2129637,1467000,삼성 taptap카드,79.0,경기 성남시,20,간호사,28,남,39.0,20.0,9.0,16.0,16.0
1735,1399429,2187000,IBK 두드림카드,43.0,서울 노원구,20,프리랜서,23,여,21.0,31.0,38.0,1.0,9.0
1736,2687031,1089000,우리 Young카드,62.0,서울 관악구,30,연구원,33,여,5.0,2.0,37.0,14.0,42.0
1737,2632240,1062000,카카오뱅크 체크,56.0,경기 고양시,30,생산직,39,여,7.0,7.0,29.0,8.0,49.0
1738,3044591,1235000,SSG 랜더스카드,72.0,서울 강동구,30,기획,31,남,11.0,3.0,49.0,21.0,16.0
1739,2848221,1962000,현대 ZERO카드,63.0,세종,30,기획,36,남,25.0,19.0,8.0,44.0,4.0
1740,2103621,888000,KB 혜담카드,68.0,서울 노원구,20,대학생,29,남,11.0,70.0,6.0,9.0,4.0
1741,2500950,1320000,이마트 KB카드,73.0,광주 서구,20,서비스직,25,남,30.0,13.0,45.0,5.0,7.0
1742,2979828,2061000,IBK 두드림카드,61.0,서울 노원구,30,컨설턴트,33,남,9.0,18.0,31.0,35.0,7.0
1743,2407485,1630000,현대 ZERO카드,47.0,대구 수성구,20,데이터분석가,22,여,6.0,29.0,47.0,9.0,9.0
1744,2357491,1265000,현대 ZERO카드,72.0,서울 관악구,20,공무원,24,남,16.0,2.0,65.0,2.0,15.0
1745,3061713,771000,우리 Young카드,58.0,서울 마포구,30,공무원,33,여,4.0,5.0,27.0,25.0,39.0
1746,2588497,1058000,현대 ZERO카드,46.0,경기 성남시,20,컨설턴트,24,남,4.0,40.0,21.0,15.0,20.0
1747,2346430,1202000,토스카드,61.0,서울 용산구,20,간호사,28,남,16.0,11.0,19.0,14.0,40.0
1748,4062895,1819000,현대 ZERO카드,77.0,서울 노원구,30,개발자,34,남,9.0,15.0,18.0,50.0,8.0
1749,2710134,752000,이마트 KB카드,67.0,서울 관악구,30,서비스직,30,여,0.0,75.0,2.0,21.0,2.0
1750,2902481,994000,KB 혜담카드,48.0,경기 고양시,20,영업,24,여,30.0,2.0,1.0,53.0,14.0
1751,2553471,1740000,KB 혜담카드,41.0,서울 성동구,20,생산직,27,여,27.0,9.0,1.0,5.0,58.0
1752,1329040,1003000,NH 농협카드,49.0,서울 동작구,20,서비스직,20,남,14.0,39.0,24.0,5.0,18.0
1753,3913384,1731000,하나 Simple카드,55.0,울산 남구,30,회계,39,남,5.0,15.0,32.0,45.0,3.0
1754,2567588,930000,이마트 KB카드,50.0,부산 해운대구,30,프리랜서,35,여,5.0,37.0,22.0,22.0,14.0
1755,2963631,1963000,이마트 KB카드,60.0,서울 용산구,30,개발자,33,남,16.0,32.0,18.0,32.0,2.0
1756,2640674,1224000,SSG 랜더스카드,76.0,서울 송파구,30,대학생,32,여,1.0,12.0,36.0,1.0,50.0
1757,2077508,1057000,네이버페이 현대,67.0,서울 마포구,20,컨설턴트,23,남,23.0,0.0,54.0,20.0,3.0
1758,3158920,1441000,롯데 DC카드,80.0,경기 성남시,30,디자이너,31,남,1.0,41.0,56.0,1.0,1.0
1759,2585686,1006000,카카오뱅크 체크,69.0,서울 강동구,30,간호사,30,남,5.0,43.0,5.0,42.0,5.0
1760,2887136,1496000,씨티 Premier카드,76.0,광주 서구,20,개발자,20,남,17.0,9.0,24.0,33.0,17.0
1761,2443205,1146000,네이버페이 현대,72.0,서울 강동구,30,기획,30,여,5.0,22.0,15.0,41.0,17.0
1762,2732191,1350000,IBK 두드림카드,68.0,서울 마포구,30,회계,30,남,4.0,19.0,5.0,30.0,42.0
1763,2352551,1029000,토스카드,53.0,서울 강남구,30,회계,39,남,4.0,21.0,43.0,13.0,19.0
1764,3188143,946000,KB 혜담카드,61.0,서울 강남구,30,데이터분석가,38,남,8.0,29.0,46.0,16.0,1.0
1765,3130974,1257000,네이버페이 현대,75.0,세종,30,연구원,33,남,6.0,35.0,8.0,45.0,6.0
1766,2444212,1660000,우리 Young카드,47.0,경기 성남시,20,영업,23,여,6.0,26.0,17.0,1.0,50.0
1767,1736374,868000,현대 ZERO카드,51.0,서울 마포구,20,대학생,26,여,20.0,4.0,23.0,2.0,51.0
1768,1699409,1841000,네이버페이 현대,76.0,서울 노원구,30,공무원,30,여,26.0,63.0,5.0,2.0,4.0
1769,2562795,664000,현대 ZERO카드,72.0,부산 해운대구,20,개발자,26,여,0.0,29.0,2.0,9.0,60.0
1770,2992320,1894000,하나 Simple카드,82.0,서울 강동구,20,대학생,25,남,1.0,54.0,28.0,12.0,5.0
1771,1986823,1141000,우리 Young카드,64.0,경기 수원시,30,생산직,30,여,2.0,64.0,1.0,32.0,1.0
1772,4112608,660000,우리 Young카드,51.0,경기 수원시,30,간호사,31,남,45.0,27.0,21.0,7.0,0.0
1773,2391955,1275000,네이버페이 현대,44.0,서울 강남구,20,회계,28,남,56.0,4.0,30.0,8.0,2.0
1774,2496468,1902000,이마트 KB카드,56.0,서울 강남구,30,데이터분석가,31,여,10.0,49.0,7.0,8.0,26.0
1775,2051225,1387000,카카오뱅크 체크,79.0,서울 용산구,20,회계,20,남,48.0,20.0,6.0,8.0,18.0
1776,1807740,1954000,NH 농협카드,51.0,경기 성남시,30,디자이너,30,여,45.0,28.0,4.0,7.0,16.0
1777,3691409,946000,SSG 랜더스카드,48.0,대구 수성구,30,마케팅,37,남,8.0,16.0,53.0,4.0,19.0
1778,2112196,1352000,KB 혜담카드,57.0,광주 서구,30,간호사,31,여,6.0,61.0,3.0,27.0,3.0
1779,2110096,1584000,우리 Young카드,56.0,경기 성남시,30,대학생,31,여,34.0,27.0,3.0,23.0,13.0
1780,2995963,1552000,IBK 두드림카드,74.0,울산 남구,30,마케팅,37,여,39.0,35.0,3.0,16.0,7.0
1781,1308508,1221000,하나 Simple카드,62.0,서울 송파구,20,공무원,27,여,37.0,17.0,1.0,1.0,44.0
1782,1738201,2047000,NH 농협카드,83.0,세종,30,공무원,38,여,31.0,16.0,3.0,45.0,5.0
1783,2240932,813000,현대 ZERO카드,74.0,경기 성남시,20,개발자,23,남,27.0,6.0,25.0,17.0,25.0
1784,2646642,575000,씨티 Premier카드,80.0,서울 강남구,30,개발자,33,여,9.0,2.0,87.0,1.0,1.0
1785,2492367,741000,토스카드,43.0,대전 유성구,20,공무원,27,남,13.0,40.0,3.0,24.0,20.0
1786,2099100,2220000,NH 농협카드,85.0,서울 마포구,20,생산직,25,여,23.0,2.0,22.0,30.0,23.0
1787,3765184,854000,하나 Simple카드,79.0,서울 동작구,30,영업,33,여,28.0,11.0,48.0,10.0,3.0
1788,2386053,627000,씨티 Premier카드,75.0,경기 성남시,30,생산직,33,여,34.0,1.0,4.0,45.0,16.0
1789,2134606,580000,카카오뱅크 체크,51.0,광주 서구,20,프리랜서,24,남,0.0,5.0,29.0,22.0,44.0
1790,1851506,1389000,네이버페이 현대,77.0,서울 강남구,20,프리랜서,24,남,31.0,8.0,10.0,3.0,48.0
1791,2561953,1598000,현대 ZERO카드,49.0,인천 남동구,30,데이터분석가,31,여,13.0,11.0,5.0,60.0,11.0
1792,2557480,865000,신한 Deep카드,62.0,대전 유성구,20,회계,29,남,27.0,41.0,24.0,3.0,5.0
1793,2851789,819000,이마트 KB카드,76.0,서울 강동구,20,개발자,26,남,30.0,30.0,7.0,11.0,22.0
1794,1505357,683000,현대 ZERO카드,60.0,경기 성남시,20,디자이너,25,남,16.0,62.0,14.0,3.0,5.0
1795,2127002,1386000,IBK 두드림카드,58.0,세종,20,프리랜서,29,여,32.0,12.0,34.0,16.0,6.0
1796,2473351,1177000,하나 Simple카드,59.0,서울 용산구,20,영업,25,여,35.0,5.0,23.0,8.0,29.0
1797,2543528,1026000,신한 Deep카드,40.0,서울 송파구,20,개발자,24,남,26.0,15.0,26.0,26.0,7.0
1798,2253274,1597000,네이버페이 현대,59.0,울산 남구,20,컨설턴트,26,남,3.0,21.0,28.0,14.0,34.0
1799,3379696,1191000,IBK 두드림카드,59.0,광주 서구,30,영업,32,남,39.0,5.0,6.0,26.0,24.0
1800,2095518,1519000,네이버페이 현대,73.0,울산 남구,30,회계,32,여,23.0,30.0,4.0,39.0,4.0
1801,3028952,1696000,IBK 두드림카드,56.0,서울 관악구,20,기획,27,여,8.0,7.0,2.0,50.0,33.0
1802,2746314,1660000,이마트 KB카드,43.0,경기 수원시,20,간호사,28,남,31.0,20.0,39.0,0.0,10.0
1803,1577536,975000,IBK 두드림카드,66.0,인천 남동구,20,회계,27,남,0.0,14.0,24.0,37.0,25.0
1804,1712448,1155000,네이버페이 현대,75.0,서울 성동구,20,공무원,27,남,43.0,7.0,9.0,12.0,29.0
1805,1976539,547000,우리 Young카드,42.0,서울 용산구,30,회계,31,여,26.0,38.0,2.0,23.0,11.0
1806,2588984,1740000,KB 혜담카드,41.0,서울 성동구,20,생산직,27,여,27.0,9.0,1.0,5.0,58.0
1807,2100690,1094000,KB 혜담카드,78.0,대전 유성구,30,대학생,30,남,45.0,2.0,38.0,13.0,2.0
1808,2084487,781000,SSG 랜더스카드,56.0,경기 수원시,20,간호사,23,남,4.0,79.0,5.0,7.0,5.0
1809,2477352,959000,이마트 KB카드,63.0,인천 남동구,20,간호사,22,남,9.0,27.0,50.0,10.0,4.0
1810,2216917,802000,SSG 랜더스카드,67.0,경기 고양시,20,공무원,20,여,6.0,47.0,34.0,10.0,3.0
1811,2379443,1870000,카카오뱅크 체크,60.0,서울 송파구,20,기획,25,남,56.0,3.0,1.0,6.0,34.0
1812,1967098,2155000,삼성 taptap카드,62.0,서울 성동구,30,영업,32,여,2.0,13.0,50.0,13.0,22.0
1813,2797427,1343000,SSG 랜더스카드,84.0,서울 마포구,30,기획,33,여,0.0,10.0,3.0,16.0,71.0
1814,1943394,1714000,우리 Young카드,40.0,부산 해운대구,20,대학생,25,남,26.0,32.0,4.0,19.0,19.0
1815,2087690,1116000,현대 ZERO카드,85.0,서울 서초구,20,공무원,29,남,54.0,22.0,2.0,10.0,12.0
1816,3166412,1168000,NH 농협카드,81.0,서울 강동구,30,연구원,38,남,6.0,10.0,2.0,33.0,49.0
1817,2551539,1436000,SSG 랜더스카드,66.0,서울 관악구,30,기획,31,여,35.0,8.0,20.0,14.0,23.0
1818,2261990,1638000,네이버페이 현대,57.0,광주 서구,20,컨설턴트,24,여,60.0,3.0,9.0,23.0,5.0
1819,1874686,1253000,카카오뱅크 체크,75.0,경기 고양시,20,프리랜서,25,여,3.0,18.0,26.0,37.0,16.0
1820,2350225,1056000,카카오뱅크 체크,56.0,서울 마포구,30,생산직,30,여,5.0,20.0,29.0,36.0,10.0
1821,3001528,1861000,우리 Young카드,51.0,대전 유성구,30,생산직,30,남,21.0,46.0,31.0,2.0,0.0
1822,1812457,1273000,토스카드,77.0,서울 강동구,30,개발자,32,여,24.0,5.0,36.0,28.0,7.0
1823,2268733,659000,하나 Simple카드,53.0,서울 노원구,30,컨설턴트,35,여,18.0,9.0,6.0,15.0,52.0
1824,2443839,1813000,우리 Young카드,45.0,서울 성동구,20,생산직,24,남,61.0,2.0,22.0,0.0,15.0
1825,1861281,1721000,카카오뱅크 체크,46.0,서울 용산구,30,회계,32,여,32.0,38.0,2.0,25.0,3.0
1826,2828290,561000,씨티 Premier카드,61.0,광주 서구,20,영업,23,여,25.0,22.0,11.0,26.0,16.0
1827,3134806,1251000,현대 ZERO카드,59.0,서울 송파구,30,회계,30,여,6.0,44.0,0.0,35.0,15.0
1828,1877424,1743000,KB 혜담카드,76.0,서울 송파구,30,영업,39,여,7.0,49.0,32.0,5.0,7.0
1829,2928809,952000,하나 Simple카드,58.0,서울 강남구,20,서비스직,25,여,61.0,19.0,8.0,2.0,10.0
1830,2178209,1024000,SSG 랜더스카드,61.0,세종,20,대학생,20,여,30.0,19.0,1.0,29.0,21.0
1831,3292960,992000,우리 Young카드,77.0,서울 노원구,30,기획,32,남,12.0,37.0,5.0,12.0,34.0
1832,2001674,1252000,NH 농협카드,55.0,서울 서초구,20,디자이너,21,남,1.0,17.0,13.0,69.0,0.0
1833,2711522,1292000,신한 Deep카드,43.0,서울 노원구,20,데이터분석가,29,여,0.0,2.0,52.0,20.0,26.0
1834,3284265,1804000,삼성 taptap카드,43.0,대전 유성구,30,프리랜서,31,남,45.0,36.0,13.0,6.0,0.0
1835,1842923,1784000,SSG 랜더스카드,78.0,서울 동작구,20,공무원,25,남,3.0,7.0,6.0,0.0,84.0
1836,1667399,1550000,우리 Young카드,70.0,서울 강남구,20,컨설턴트,25,남,9.0,23.0,41.0,16.0,11.0
1837,1977788,846000,이마트 KB카드,69.0,경기 수원시,30,대학생,31,남,17.0,43.0,23.0,2.0,15.0
1838,2593970,1209000,NH 농협카드,72.0,대전 유성구,30,연구원,30,여,4.0,30.0,23.0,11.0,32.0
1839,2786235,1172000,우리 Young카드,53.0,서울 서초구,30,디자이너,31,여,36.0,6.0,20.0,15.0,23.0
1840,3455675,638000,KB 혜담카드,42.0,세종,30,기획,32,남,4.0,69.0,3.0,3.0,21.0
1841,2917413,977000,우리 Young카드,46.0,경기 수원시,30,생산직,34,남,20.0,7.0,47.0,22.0,4.0
1842,2190102,1889000,하나 Simple카드,76.0,광주 서구,30,디자이너,34,남,6.0,4.0,48.0,40.0,2.0
1843,2158962,1317000,네이버페이 현대,47.0,서울 강동구,30,서비스직,33,여,29.0,4.0,43.0,8.0,16.0
1844,3076174,1175000,삼성 taptap카드,77.0,경기 수원시,30,간호사,34,여,17.0,11.0,28.0,36.0,8.0
1845,2007685,1173000,IBK 두드림카드,45.0,대전 유성구,20,연구원,29,남,10.0,22.0,48.0,19.0,1.0
1846,2321708,1050000,SSG 랜더스카드,60.0,서울 강남구,20,컨설턴트,25,여,14.0,0.0,9.0,77.0,0.0
1847,1962174,1474000,NH 농협카드,48.0,서울 강동구,30,영업,30,여,39.0,20.0,16.0,3.0,22.0
1848,2668291,1533000,KB 혜담카드,56.0,서울 동작구,30,공무원,39,여,32.0,22.0,13.0,25.0,8.0
1849,2021157,1926000,신한 Deep카드,80.0,서울 성동구,20,컨설턴트,22,여,6.0,23.0,23.0,34.0,14.0
1850,3732698,1829000,KB 혜담카드,45.0,광주 서구,30,프리랜서,34,남,5.0,22.0,6.0,9.0,58.0
1851,2636778,1936000,NH 농협카드,42.0,부산 해운대구,20,개발자,23,여,11.0,2.0,11.0,60.0,16.0
1852,2653005,1239000,KB 혜담카드,77.0,서울 용산구,30,서비스직,39,남,27.0,12.0,45.0,14.0,2.0
1853,2186667,1227000,네이버페이 현대,55.0,광주 서구,20,회계,26,여,50.0,7.0,3.0,38.0,2.0
1854,2224441,1516000,이마트 KB카드,76.0,대전 유성구,30,기획,33,여,22.0,8.0,15.0,36.0,19.0
1855,1540283,864000,우리 Young카드,67.0,서울 노원구,20,공무원,29,여,24.0,45.0,18.0,4.0,9.0
1856,1821278,1976000,우리 Young카드,44.0,서울 동작구,20,간호사,24,여,13.0,39.0,43.0,1.0,4.0
1857,2349108,1015000,토스카드,52.0,인천 남동구,20,프리랜서,22,남,1.0,4.0,48.0,16.0,31.0
1858,2662629,999000,NH 농협카드,47.0,경기 고양시,30,프리랜서,31,여,8.0,47.0,12.0,8.0,25.0
1859,2349133,798000,씨티 Premier카드,44.0,서울 노원구,30,컨설턴트,31,여,32.0,1.0,10.0,53.0,4.0
1860,3653146,528000,이마트 KB카드,74.0,인천 남동구,30,공무원,34,남,8.0,5.0,25.0,39.0,23.0
1861,2281770,1057000,카카오뱅크 체크,54.0,부산 해운대구,20,데이터분석가,24,남,18.0,16.0,54.0,8.0,4.0
1862,2601626,1546000,KB 혜담카드,57.0,대전 유성구,20,데이터분석가,23,남,28.0,29.0,8.0,13.0,22.0
1863,1613112,634000,현대 ZERO카드,77.0,광주 서구,30,마케팅,37,여,22.0,12.0,37.0,29.0,0.0
1864,1000000,570000,현대 ZERO카드,69.0,서울 노원구,20,생산직,22,여,13.0,3.0,40.0,29.0,15.0
1865,3198651,1954000,NH 농협카드,51.0,경기 성남시,30,디자이너,30,남,45.0,28.0,4.0,7.0,16.0
1866,1537617,662000,이마트 KB카드,84.0,울산 남구,20,마케팅,21,여,0.0,27.0,3.0,41.0,29.0
1867,2143774,1598000,현대 ZERO카드,83.0,서울 강남구,20,연구원,27,여,14.0,10.0,35.0,6.0,35.0
1868,2348951,1816000,삼성 taptap카드,47.0,서울 강동구,30,컨설턴트,31,여,8.0,13.0,17.0,39.0,23.0
1869,3293700,1129000,KB 혜담카드,57.0,서울 강남구,30,대학생,31,여,28.0,9.0,15.0,39.0,9.0
1870,2449998,1686000,KB 혜담카드,66.0,서울 성동구,20,컨설턴트,24,여,25.0,33.0,13.0,13.0,16.0
1871,2582929,1053000,하나 Simple카드,48.0,서울 용산구,30,디자이너,32,여,6.0,0.0,10.0,61.0,23.0
1872,3585893,1717000,롯데 DC카드,43.0,서울 노원구,30,디자이너,39,남,13.0,19.0,14.0,20.0,34.0
1873,2684248,960000,롯데 DC카드,63.0,서울 송파구,30,프리랜서,38,여,3.0,43.0,30.0,0.0,24.0
1874,2021161,2589000,네이버페이 현대,79.0,서울 강남구,20,대학생,24,여,19.0,11.0,29.0,34.0,7.0
1875,3035737,1930000,NH 농협카드,60.0,서울 강동구,30,마케팅,32,여,46.0,0.0,18.0,3.0,33.0
1876,1945124,545000,이마트 KB카드,48.0,인천 남동구,30,개발자,33,여,53.0,3.0,23.0,4.0,17.0
1877,2661623,1109000,롯데 DC카드,71.0,대전 유성구,30,영업,31,여,22.0,17.0,5.0,41.0,15.0
1878,1476215,1375000,IBK 두드림카드,68.0,서울 서초구,20,기획,21,남,50.0,17.0,6.0,6.0,21.0
1879,3142760,721000,NH 농협카드,77.0,서울 관악구,30,생산직,31,남,33.0,47.0,4.0,1.0,15.0
1880,3135092,1171000,KB 혜담카드,41.0,서울 송파구,30,컨설턴트,34,남,2.0,13.0,52.0,21.0,12.0
1881,3088227,914000,카카오뱅크 체크,51.0,경기 성남시,20,컨설턴트,25,남,47.0,18.0,18.0,7.0,10.0
1882,1467513,780000,카카오뱅크 체크,78.0,부산 해운대구,20,개발자,22,여,1.0,8.0,73.0,15.0,3.0
1883,1949556,1471000,이마트 KB카드,40.0,경기 성남시,20,연구원,28,여,16.0,58.0,1.0,9.0,16.0
1884,3575877,971000,NH 농협카드,46.0,대구 수성구,30,기획,34,남,6.0,13.0,40.0,33.0,8.0
1885,3234722,1383000,IBK 두드림카드,41.0,서울 성동구,30,컨설턴트,31,남,21.0,9.0,8.0,2.0,60.0
1886,2590152,1509000,KB 혜담카드,44.0,서울 동작구,30,회계,30,여,1.0,25.0,49.0,19.0,6.0
1887,2330705,1084000,신한 Deep카드,52.0,서울 동작구,30,연구원,36,남,50.0,2.0,14.0,8.0,26.0
1888,2204590,1287000,토스카드,84.0,대구 수성구,30,대학생,31,여,34.0,27.0,14.0,2.0,23.0
1889,2872520,1188000,SSG 랜더스카드,78.0,광주 서구,20,마케팅,29,여,42.0,7.0,1.0,38.0,12.0
1890,2474245,806000,이마트 KB카드,85.0,경기 고양시,30,간호사,31,여,13.0,0.0,11.0,18.0,58.0
1891,3262751,953000,KB 혜담카드,82.0,대전 유성구,30,컨설턴트,30,남,7.0,24.0,1.0,45.0,23.0
1892,2192405,1146000,카카오뱅크 체크,53.0,서울 마포구,20,개발자,28,남,13.0,2.0,16.0,47.0,22.0
1893,1908457,1167000,우리 Young카드,60.0,서울 동작구,30,디자이너,37,여,10.0,10.0,28.0,33.0,19.0
1894,2716905,1165000,삼성 taptap카드,70.0,서울 강남구,20,생산직,29,여,1.0,1.0,30.0,45.0,23.0
1895,3352262,1073000,SSG 랜더스카드,65.0,서울 용산구,30,데이터분석가,33,남,29.0,12.0,20.0,29.0,10.0
1896,3402818,1391000,토스카드,44.0,서울 노원구,20,연구원,27,여,34.0,26.0,19.0,14.0,7.0
1897,2289093,2000000,이마트 KB카드,43.0,인천 남동구,30,회계,33,남,11.0,36.0,10.0,17.0,26.0
1898,2661286,1051000,우리 Young카드,75.0,서울 용산구,20,컨설턴트,29,여,11.0,5.0,37.0,44.0,3.0
1899,2081919,846000,우리 Young카드,54.0,서울 관악구,30,컨설턴트,33,남,9.0,40.0,10.0,36.0,5.0
1900,2328673,1788000,SSG 랜더스카드,43.0,서울 서초구,20,개발자,22,여,2.0,22.0,30.0,37.0,9.0
1901,3683554,1260000,SSG 랜더스카드,82.0,서울 강동구,30,데이터분석가,35,남,4.0,4.0,27.0,65.0,0.0
1902,1549505,568000,NH 농협카드,46.0,대전 유성구,30,대학생,35,남,39.0,6.0,15.0,21.0,19.0
1903,2147533,890000,신한 Deep카드,69.0,광주 서구,20,기획,26,남,21.0,13.0,50.0,1.0,15.0
1904,2605753,1018000,NH 농협카드,66.0,인천 남동구,30,개발자,35,남,13.0,13.0,14.0,6.0,54.0
1905,1899021,1154000,씨티 Premier카드,45.0,서울 강동구,20,마케팅,29,여,37.0,26.0,1.0,35.0,1.0
1906,2442606,1597000,이마트 KB카드,65.0,서울 강남구,20,생산직,27,여,8.0,9.0,13.0,43.0,27.0
1907,3784479,871000,KB 혜담카드,56.0,세종,30,컨설턴트,34,남,24.0,16.0,25.0,28.0,7.0
1908,2906704,2191000,토스카드,69.0,서울 강남구,30,프리랜서,32,남,8.0,11.0,36.0,16.0,29.0
1909,2352743,1750000,카카오뱅크 체크,74.0,인천 남동구,20,연구원,22,여,0.0,26.0,16.0,45.0,13.0
1910,2307154,1632000,우리 Young카드,43.0,경기 수원시,20,컨설턴트,27,여,31.0,0.0,6.0,50.0,13.0
1911,2250901,670000,이마트 KB카드,63.0,서울 용산구,20,서비스직,21,여,30.0,51.0,6.0,10.0,3.0
1912,2237460,1164000,토스카드,60.0,경기 수원시,30,영업,32,남,10.0,13.0,21.0,16.0,40.0
1913,2804222,1377000,우리 Young카드,51.0,서울 강동구,20,개발자,29,남,15.0,31.0,9.0,14.0,31.0
1914,2397597,1394000,KB 혜담카드,52.0,광주 서구,20,대학생,25,여,30.0,40.0,7.0,11.0,12.0
1915,3276417,982000,토스카드,78.0,경기 수원시,30,기획,31,남,51.0,10.0,23.0,15.0,1.0
1916,2096745,654000,삼성 taptap카드,55.0,인천 남동구,30,디자이너,33,여,5.0,14.0,26.0,51.0,4.0
1917,2678545,1721000,롯데 DC카드,51.0,경기 수원시,30,회계,32,남,5.0,9.0,6.0,30.0,50.0
1918,2161932,1265000,현대 ZERO카드,72.0,서울 관악구,20,공무원,24,여,16.0,2.0,65.0,2.0,15.0
1919,1926112,2112000,IBK 두드림카드,75.0,광주 서구,30,개발자,33,남,10.0,37.0,34.0,4.0,15.0
1920,1405982,1303000,하나 Simple카드,41.0,서울 서초구,20,기획,26,여,15.0,16.0,20.0,12.0,37.0
1921,2579476,931000,신한 Deep카드,74.0,서울 송파구,30,컨설턴트,36,남,20.0,24.0,24.0,30.0,2.0
1922,2761260,1471000,KB 혜담카드,46.0,광주 서구,30,회계,33,여,20.0,12.0,45.0,9.0,14.0
1923,1923431,1881000,IBK 두드림카드,42.0,서울 강동구,20,개발자,20,남,11.0,18.0,21.0,26.0,24.0
1924,1990597,1058000,KB 혜담카드,69.0,대구 수성구,30,생산직,34,여,35.0,10.0,15.0,17.0,23.0
